Price,Date,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL
0,2000-01-03,0.8430765271186829,0.8473128626610195,0.765876783368589,0.7898841596356192,535796800
1,2000-01-04,0.7719967365264893,0.8331910099253058,0.7621112161265438,0.8153035838119199,512377600
2,2000-01-05,0.7832933068275452,0.8327200923407233,0.775762118069298,0.7814104970681529,778321600
3,2000-01-06,0.7155086994171143,0.8058889372500389,0.7155086994171143,0.7992991253318216,767972800
4,2000-01-07,0.7494013905525208,0.7606990553493176,0.7192749715785667,0.7268061615175863,460734400
5,2000-01-10,0.7362208366394043,0.7701128697682983,0.7136256115740538,0.7682300600444876,505064000
6,2000-01-11,0.698562502861023,0.7484600112457489,0.6816165084459722,0.7225698771650265,441548800
7,2000-01-12,0.6566676497459412,0.7192748576652631,0.6514890807371982,0.7155083834039915,976068800
8,2000-01-13,0.7286888360977173,0.7437520689632314,0.6966796108115553,0.7116247375457067,1032684800
9,2000-01-14,0.7564618587493896,0.7701129470980923,0.7484599543291849,0.753166953971698,390376000
10,2000-01-18,0.7828226685523987,0.7983574208211789,0.7564618226504014,0.760698961791204,459177600
11,2000-01-19,0.8025937676429749,0.8190690964959576,0.7785863944428557,0.7955324383580391,597643200
12,2000-01-20,0.8548449277877808,0.9150977721059923,0.8548449277877808,0.8699081137276662,1831132800
13,2000-01-21,0.8383694291114807,0.8604931881230233,0.8298960048234686,0.8604931881230233,495924800
14,2000-01-24,0.8002403974533081,0.8491956250674187,0.7917669218745917,0.816715678179691,440876800
15,2000-01-25,0.8454299569129944,0.8520206721835165,0.771055262068435,0.7908254972654223,497145600
16,2000-01-26,0.8298961520195007,0.8600226255949693,0.8266012968004287,0.8284840568458022,367158400
17,2000-01-27,0.828484058380127,0.8510793409779368,0.8058888260616539,0.8195399174216343,340144000
18,2000-01-28,0.7654061317443848,0.8350738862441073,0.7578749405589248,0.814832983466567,423348800
19,2000-01-31,0.7814105153083801,0.7823519453497125,0.7117428319148308,0.7606989538404199,701680000
20,2000-02-01,0.7550495862960815,0.7908252814574531,0.7531668269799896,0.7832932386067392,318035200
21,2000-02-02,0.74422287940979,0.769171633864615,0.7305717396000515,0.7588162538664037,464195200
22,2000-02-03,0.7781156897544861,0.7851770186772831,0.7550496975823753,0.7555204126204353,475193600
23,2000-02-04,0.813420832157135,0.8284840179584981,0.7804693150322191,0.7828228403974716,425320000
24,2000-02-07,0.8590810298919678,0.8604931750731194,0.7978867647795626,0.8134207137275193,441067200
25,2000-02-08,0.865200936794281,0.8746148347576956,0.8378986617509674,0.8586102227451852,408643200
26,2000-02-09,0.8482541441917419,0.8821470388970238,0.8468420994635696,0.8595518092797232,299364800
27,2000-02-10,0.8548449277877808,0.8576691180285878,0.8284840255773045,0.8501378770139894,302982400
28,2000-02-11,0.8190690875053406,0.8595517388347521,0.8153034676077247,0.8557861189371362,212251200
29,2000-02-14,0.8722615838050842,0.8727322989356159,0.8181277851345758,0.8233055007324198,367539200
30,2000-02-15,0.8962691426277161,0.9033304743726911,0.8675548099193506,0.8680255251455398,485744000
31,2000-02-16,0.859551727771759,0.8896789994139591,0.8444885444645939,0.8868540051975421,378246400
32,2000-02-17,0.865200936794281,0.8699078857759883,0.8520205142825237,0.8675544112851347,289497600
33,2000-02-18,0.8378986716270447,0.8689664659984542,0.8350736273445245,0.8633180869303722,233441600
34,2000-02-22,0.8571983575820923,0.880735018028231,0.8035352262900596,0.8294254119986818,422296000
35,2000-02-23,0.8755562901496887,0.896268756771911,0.8360150214685751,0.852843812610315,473099200
36,2000-02-24,0.8676717877388,0.8972102901527204,0.8416643523186347,0.8835591506632434,376432000
37,2000-02-25,0.831308126449585,0.881205684986234,0.8294253666776735,0.8647303554177656,249144000
38,2000-02-28,0.8529621362686157,0.8661425633006249,0.8162450959212416,0.8294255229532508,328328000
39,2000-02-29,0.8633180260658264,0.8830882564380994,0.8477833255061724,0.8553152680155497,368961600
40,2000-03-01,0.9814707636833191,0.9946511916178374,0.8925034784774286,0.8929741936809922,1077003200
41,2000-03-02,0.9188641309738159,0.9635831715601981,0.9089786110935245,0.9565226461868241,311259200
42,2000-03-03,0.9640541076660156,0.9658197172519342,0.9038012475851256,0.9405174398182817,323366400
43,2000-03-06,0.946636974811554,0.9725271056034257,0.9414584056364887,0.9489904493731529,210560000
44,2000-03-07,0.9254540205001831,0.9598176335189638,0.9122735943541729,0.9522855879318937,273011200
45,2000-03-08,0.9188641309738159,0.9334567012892442,0.8929739960386189,0.92545394124781,271230400
46,2000-03-09,0.9207471013069153,0.9414586687112196,0.8906206274389135,0.9103908650907275,276718400
47,2000-03-10,0.9471080899238586,0.9635834244012159,0.9113323251622685,0.9165108965249251,248606400
48,2000-03-13,0.9136857390403748,0.9527563023073766,0.900034597765624,0.9198056392034656,303956800
49,2000-03-14,0.8604934811592102,0.93581043157797,0.8586106202479225,0.9129797877210512,428579200
50,2000-03-15,0.8755562901496887,0.9056835600359421,0.8595516776733907,0.8708493410315817,443609600
51,2000-03-16,0.9155685305595398,0.9188642405588883,0.8623761090472012,0.8835592966322613,378100800
52,2000-03-17,0.9414582252502441,0.9414582252502441,0.9009755342348706,0.9047420581747577,305043200
53,2000-03-20,0.9263956546783447,0.9508736517991877,0.9216886028040964,0.9301620805355512,204489600
