Price,Date,Close,High,Low,Open,Volume
Ticker,,MSFT,MSFT,MSFT,MSFT,MSFT
0,2001-01-02,13.37238597869873,13.873368738707615,13.218237437157534,13.603608791010522,82413200
1,2001-01-03,14.778980255126953,15.068008552163333,13.295301663673529,13.314570216809289,135962200
2,2001-01-04,14.933127403259277,15.568989602365802,14.451413616057366,14.740441888378513,112397000
3,2001-01-05,15.145086288452148,15.3763089798789,14.663372347979752,14.95240071226319,93414600
4,2001-01-08,15.087285041809082,15.337776364342309,14.393616764024756,15.08728504180908,79817600
5,2001-01-09,15.973639488220215,16.224130819157324,15.337776878918325,15.41485113459128,114965400
6,2001-01-10,16.30120086669922,16.590229250860553,15.646069862600195,15.723144098376551,90230200
7,2001-01-11,16.956327438354492,17.187550085241146,16.12777962034399,16.33973371332342,101854800
8,2001-01-12,16.49388313293457,16.956328454418717,16.18558625194514,16.917791344295036,73712000
9,2001-01-16,16.204862594604492,16.49389105943097,15.761685615203893,16.45535393078744,68462400
10,2001-01-17,16.320470809936523,16.917796187868085,16.2048594464659,16.532424976299335,72844200
11,2001-01-18,17.110485076904297,17.32243928393802,16.224131120217812,16.551696712906296,109788800
12,2001-01-19,18.806116104125977,18.94099603520065,18.150985010334704,18.497819118812437,209348800
13,2001-01-22,18.536352157592773,18.806111960302022,18.189518125538022,18.729037730956524,76673000
14,2001-01-23,18.671232223510742,18.786843568547962,18.170249728349464,18.4207409759301,70295200
15,2001-01-24,19.4034366607666,19.557585114873984,18.72903717404681,18.8061114011005,110455000
16,2001-01-25,19.05660629272461,19.73100590874621,18.97953205089357,19.34563469959101,85657400
17,2001-01-26,19.73100471496582,19.827347511425614,18.806113868951797,18.806113868951797,93080000
18,2001-01-29,19.88515281677246,19.923689934634425,19.576855873876767,19.596124432807745,84983800
19,2001-01-30,19.538318634033203,19.962226927868244,19.384170163547736,19.88515269262551,57276800
20,2001-01-31,18.82538604736328,19.65393425620322,18.806117484367004,19.42271150024789,81898800
21,2001-02-01,19.230026245117188,19.30710049860463,18.61343221721764,18.748312160820664,71792800
22,2001-02-02,18.748300552368164,19.538311161460758,18.729032000926882,19.2685514412828,71100000
23,2001-02-05,19.09514617919922,19.13368330569609,18.57489497149147,18.729043477478953,51399200
24,2001-02-06,19.287837982177734,19.673209370433035,19.018078010399027,19.133689426875616,96442000
25,2001-02-07,19.94295310974121,20.058564432116523,19.056599638197156,19.114405299384813,126061800
26,2001-02-08,19.191482543945312,19.885150587702373,19.114408316861194,19.65392790645002,88041200
27,2001-02-09,18.228057861328125,18.9795317055055,18.035372260257006,18.902457465077052,100575200
28,2001-02-12,18.112443923950195,18.32439805497514,17.63072998980258,18.1317124813161,71289400
29,2001-02-13,17.93902587890625,18.82537946690806,17.91975732264534,18.382202672907155,76070600
30,2001-02-14,17.996828079223633,18.18951360469712,17.380234397708477,17.76560544865545,61728400
31,2001-02-15,18.1317138671875,18.55562216163822,17.842685484607465,18.189519543703508,65627800
32,2001-02-16,17.669265747070312,17.958294085353906,17.30316318524443,17.572922967642448,66958400
33,2001-02-20,17.226091384887695,17.9582966115384,17.071942916119124,17.688536791193403,60730800
34,2001-02-21,17.341707229614258,17.900495573679606,17.014141648610433,17.033410212198895,63947200
35,2001-02-22,17.014135360717773,17.515117828870277,16.609495674902288,17.360969377131045,100816400
36,2001-02-23,17.49585723876953,17.727080021660758,16.744383194373043,16.782920324854913,92620600
37,2001-02-26,18.362937927246094,18.478549288802732,17.6885383181657,17.76561255920346,87936800
38,2001-02-27,18.30513572692871,18.863924080698112,18.088364382794026,18.30513572692871,99148600
39,2001-02-28,18.18952178955078,18.521904470556873,17.939030493720104,18.36293884051048,84608400
40,2001-03-01,18.30031394958496,18.34366820742815,17.34170313727451,18.054639821806905,81781600
41,2001-03-02,17.476585388183594,17.919762305414267,17.399511141708693,17.72707668922702,79800800
42,2001-03-05,17.707809448242188,18.073912146301602,17.438049565461565,17.65000375907491,49383600
43,2001-03-06,18.324403762817383,18.497820833127957,17.996838185564073,18.07391243903544,66781800
44,2001-03-07,18.709774017333984,18.84465395360725,18.285865646189446,18.459282707112212,59743600
45,2001-03-08,18.2665958404541,18.68086990223655,18.016104547283316,18.594161377677434,54626000
46,2001-03-09,17.476585388183594,17.939030867032994,16.917797101240566,17.861956620558093,103794400
47,2001-03-12,16.01217269897461,16.95633209999718,15.915829902951897,16.85998930397447,114376000
48,2001-03-13,16.70583724975586,16.879254245428065,16.031437822141726,16.089243487365795,91035600
49,2001-03-14,16.648033142089844,17.03340427963822,16.089244992644698,16.18558777703179,90686200
50,2001-03-15,16.551698684692383,17.28872135604219,16.49389298497867,17.052681415544537,71638400
51,2001-03-16,16.821453094482422,16.99487013669358,16.18077346631342,16.185590606374838,112848800
52,2001-03-19,16.744382858276367,17.110485590505657,16.37828012604708,16.80218855283889,61036400
53,2001-03-20,16.243389129638672,17.303159476175004,16.22412057788347,16.821445682294854,91822800
54,2001-03-21,15.434115409851074,16.41681189662062,15.337772617030529,16.108514959594878,124988600
55,2001-03-22,16.648033142089844,16.66730169896726,15.56899395695439,15.58826251383181,126363200
56,2001-03-23,17.438047409057617,17.57292733376856,16.763647785502904,16.93706483155983,99519600
57,2001-03-26,17.283889770507812,17.727066431290066,17.129741366757465,17.611455128477303,63118600
58,2001-03-27,17.958297729492188,18.05464052847015,17.22609245725967,17.28389813664645,95135600
59,2001-03-28,17.12974739074707,17.861952566054594,17.071941719012266,17.688535550850183,78681600
60,2001-03-29,17.071945190429688,17.630733464157068,16.821453895310515,17.071945190429688,86985000
61,2001-03-30,16.859987258911133,17.32243262372698,16.60949601963588,17.187552725655692,91201600
62,2001-04-02,17.206825256347656,17.553659360059033,16.840722591318983,16.89852827527088,75924000
63,2001-04-03,16.455352783203125,17.052678235520805,16.26266715342323,17.052678235520805,94187600
64,2001-04-04,16.01217269897461,16.95633209999718,15.742412870111018,16.455349560679082,104046600
65,2001-04-05,17.49585723876953,17.688542891178887,16.493891846240878,16.570966107204622,113364000
66,2001-04-06,17.322429656982422,17.63072651405886,16.975595692771428,17.380235317684257,92622000
