,Date,Close_AAPL,Close_AMZN,Close_META,Close_MSFT,Close_ZM,High_AAPL,High_AMZN,High_META,High_MSFT,High_ZM,Low_AAPL,Low_AMZN,Low_META,Low_MSFT,Low_ZM,Open_AAPL,Open_AMZN,Open_META,Open_MSFT,Open_ZM,Volume_AAPL,Volume_AMZN,Volume_META,Volume_MSFT,Volume_ZM,Close_AAPL_Moving_Avg_50,Close_AAPL_Moving_Avg_200
21,2018-02-01,39.470425,69.5,192.35521,87.50762,,39.668034,72.994,194.57674,89.18796,,39.23047,69.257,187.175,86.876335,,39.32692,72.25,187.50375,87.99966,,188923200.0,182276000.0,54211300.0,47227900.0,,40.86834695454545,40.86834695454545
22,2018-02-02,37.757805,71.4975,189.55591,85.205284,,39.239887,74.9,193.47096,87.2384,,37.663708,70.7,189.25705,84.94534,,39.051685,73.8695,191.3092,86.932045,,346375200.0,222514000.0,26677500.0,47867800.0,,40.733106,40.733106
23,2018-02-05,36.81444,69.5,180.57022,81.69605,,38.552948,72.949,189.88464,86.56068,,36.69917,66.036,179.9227,81.69605,,37.428448,70.131,186.21864,84.07266,,290954000.0,229900000.0,33128200.0,51031500.0,,40.56982824999999,40.56982824999999
24,2018-02-06,38.35297,72.142,184.60483,84.78752,,38.515293,72.1995,185.06308,84.92678,,36.228653,67.5895,177.06364,79.14307,,36.423912,68.073,177.89049,80.66558,,272975200.0,221336000.0,37758500.0,67998600.0,,40.48115392,40.48115392
25,2018-02-07,37.53194,70.839,179.49434,83.190735,,38.44001,73.0495,184.3757,85.196,,37.421375,70.7575,179.26521,82.810104,,38.36708,72.45,183.44923,84.00769,,206434400.0,143254000.0,27601900.0,41107600.0,,40.367722615384615,40.367722615384615
26,2018-02-08,36.499195,67.525,170.9271,78.92026,,37.875416,71.6875,181.14804,83.44139,,36.470966,67.497,170.82747,78.68816,,37.708385,71.484,180.3212,83.28357,,217562000.0,171572000.0,38478300.0,55628700.0,,40.22444381481482,40.22444381481482
27,2018-02-09,36.94564,66.98,175.43983,81.86319,,37.29523,69.175,176.22682,82.55946,,35.488224,63.2965,166.54381,77.82481,,37.10154,68.6745,174.09497,80.11787,,282690400.0,282830000.0,39887600.0,63499100.0,,40.10734367857143,40.10734367857143
28,2018-02-12,38.43376,69.3115,175.7387,82.74512,,38.712486,69.6905,176.87436,83.34856,,37.205467,67.2005,171.18608,81.63108,,37.439316,68.2335,176.38622,82.38306,,243278000.0,134778000.0,32092100.0,35720300.0,,40.04963389655172,40.04963389655172
29,2018-02-13,38.81878,70.7255,172.4911,83.39497,,38.915627,70.986,175.30038,83.552795,,38.183372,69.1765,172.4413,81.5104,,38.25424,69.2965,174.9517,82.55944,,130196800.0,118358000.0,21809400.0,26407700.0,,40.00860543333333,40.00860543333333
30,2018-02-14,39.5345,72.5525,178.83685,84.700806,,39.574654,72.603,179.12575,84.8687,,38.47392,70.168,172.55087,82.46227,,38.51171,70.3125,172.78995,82.55554,,162579600.0,119184000.0,28929700.0,34960900.0,,39.99331170967742,39.99331170967742
31,2018-02-15,40.862015,73.088,179.27519,86.42633,,40.885635,73.447,179.81313,86.48229,,39.919533,71.842,176.16705,84.52357,,40.10614,73.3445,179.81313,85.073875,,204588800.0,113054000.0,20922100.0,27823900.0,,40.020458687499996,40.020458687499996
32,2018-02-16,40.729717,72.4345,176.68507,85.81076,,41.294262,73.29,179.1955,87.20985,,40.573822,72.328,175.6291,85.62422,,40.713184,72.8685,178.30887,86.230484,,160704400.0,89452000.0,20645300.0,30596900.0,,40.04195136363636,40.04195136363636
33,2018-02-20,40.592724,73.4175,175.34021,86.482285,,41.161987,74.4385,177.27283,86.79941,,40.49115,72.3245,174.44363,84.88732,,40.639965,72.3245,175.10114,85.32571,,135722000.0,129984000.0,21204900.0,30911700.0,,40.05815055882353,40.05815055882353
34,2018-02-21,40.40848,74.146,177.23299,85.335045,,41.12892,75.1745,180.5802,87.07925,,40.394306,73.946,175.72873,85.335045,,40.82421,74.25,176.03755,86.72481,,149886400.0,126088000.0,23200800.0,26922500.0,,40.06815997142857,40.06815997142857
35,2018-02-22,40.746265,74.267,178.30887,85.558876,,41.088768,75.127,179.52423,86.4916,,40.55966,73.788,176.73488,85.21377,,40.580917,74.768,178.01996,85.857346,,123967600.0,97162000.0,18464200.0,24392800.0,,40.08699622222222,40.08699622222222
36,2018-02-23,41.454895,75.0,182.59248,87.73215,,41.490326,75.0,182.69211,87.74148,,40.99192,74.325,178.82687,86.146515,,41.02263,74.767,179.21538,87.30309,,135249600.0,88362000.0,19007300.0,26329200.0,,40.12396645945946,40.12396645945946
37,2018-02-26,42.274536,76.0975,184.22627,89.000656,,42.373745,76.142,184.9535,89.02863,,41.622597,75.35,182.52278,87.90937,,41.655666,75.46,183.87761,88.04928,,152648800.0,99100000.0,17599700.0,30199800.0,,40.18056039473684,40.18056039473684
38,2018-02-27,42.13753,75.599,180.76947,87.862724,,42.63121,76.339,183.99713,89.392395,,42.083202,75.3605,180.76947,87.862724,,42.30524,76.225,183.74808,89.299126,,155712400.0,96176000.0,15849800.0,25869100.0,,40.2307391025641,40.2307391025641
39,2018-02-28,42.07376,75.6225,177.64143,87.46167,,42.664288,76.435,182.18408,89.27116,,42.057228,75.6,177.46211,87.331085,,42.34304,75.9755,181.60628,88.45969,,151128400.0,90300000.0,18783000.0,31167300.0,,40.276814625,40.276814625
40,2018-03-01,41.33678,74.6725,175.2705,86.603546,,42.465866,75.9245,179.43459,88.20783,,40.78405,73.25,173.74632,85.66149,,42.172962,75.68,178.3288,87.666855,,195208000.0,136704000.0,23201600.0,37135600.0,,40.30266743902439,40.30266743902439
41,2018-03-02,41.622597,75.0125,175.94789,86.79009,,41.643856,75.0525,176.43604,86.88336,,40.734444,72.7505,172.33171,84.74742,,40.81712,73.455,172.63055,85.41898,,153816000.0,131752000.0,20025900.0,32830400.0,,40.33409433333333,40.33409433333333
42,2018-03-05,41.766685,76.1805,179.7135,87.3404,,41.983997,76.269,180.46065,87.92802,,41.2234,74.05,175.22067,86.053246,,41.386387,74.712,175.52948,86.12785,,113605600.0,104678000.0,16189300.0,23901600.0,,40.36741039534884,40.36741039534884
43,2018-03-06,41.731262,76.882,179.09587,87.04194,,42.104473,77.1065,181.68599,88.133224,,41.60371,76.4,178.42842,86.68751,,42.024162,76.66,181.08826,87.99332,,95154000.0,91234000.0,15086800.0,22175800.0,,40.39840702272728,40.39840702272728
44,2018-03-07,41.34387,77.25,183.01091,87.5456,,41.537563,77.295,183.1205,87.620224,,41.16435,76.1255,177.39238,86.2118,,41.32261,76.326,178.05981,86.89269,,126814000.0,83482000.0,19097300.0,26716100.0,,40.41941731111111,40.41941731111111
45,2018-03-08,41.79503,77.593,181.6461,88.07726,,41.837543,77.744,183.69826,88.70219,,41.353317,77.2625,180.75949,87.46166,,41.45016,77.5,182.86147,87.928024,,95096400.0,77252000.0,17225900.0,25887800.0,,40.44932193478261,40.44932193478261
46,2018-03-09,42.513115,78.9445,184.52512,90.04531,,42.51784,78.947,184.80405,90.04531,,41.901333,77.954,182.51282,88.60891,,42.035973,78.175,183.21014,88.8794,,128740800.0,90686000.0,18526300.0,36937300.0,,40.493232425531914,40.493232425531914
47,2018-03-12,42.924118,79.9195,184.05692,90.25983,,43.08238,80.2665,185.39183,90.67023,,42.56744,79.335,183.51898,89.57894,,42.586334,79.63,184.52513,90.007996,,128828400.0,103484000.0,15301200.0,26073700.0,,40.543875875,40.543875875
48,2018-03-13,42.51075,79.409,181.18788,88.058586,,43.34457,80.877,185.28224,90.6982,,42.338318,78.9005,180.4208,87.648186,,43.12962,80.798,184.90369,90.47434,,126774000.0,130638000.0,18067500.0,35387800.0,,40.584016163265304,40.584016163265304
49,2018-03-14,42.149338,79.55,183.48909,87.53625,,42.640656,80.322,183.54886,88.9913,,42.000523,79.5445,181.158,87.20979,,42.593414,79.85,181.90515,88.72081,,117473600.0,85188000.0,16821700.0,32132000.0,,40.61532259999999,40.61532259999999
50,2018-03-15,42.198948,79.116,183.16032,87.84406,,42.574524,79.8455,183.29979,88.217155,,42.06195,78.9055,181.49667,86.584885,,42.163517,79.75,182.5427,87.23779,,90975200.0,81394000.0,15614300.0,27611000.0,,40.648814559999984,40.646374078431364
51,2018-03-16,42.050133,78.584,184.38565,88.2358,,42.309963,79.472,184.62474,88.963326,,41.955647,78.375,182.71205,87.60155,,42.198944,79.1725,183.78795,88.310425,,157618800.0,108500000.0,24403400.0,49081300.0,,40.67947161999999,40.67336944230769
52,2018-03-19,41.407642,77.2465,171.90334,86.640854,,41.92022,78.083,176.49579,87.58291,,41.020256,76.2675,169.41284,85.91333,,41.88479,77.7265,176.3364,87.43367,,133787200.0,131616000.0,88140100.0,33344100.0,,40.69351457999999,40.68722364150943
53,2018-03-20,41.393467,79.3255,167.51013,86.864716,,41.761955,79.35,169.55234,87.46166,,41.3226,77.2705,161.33372,86.74346,,41.393467,77.517,166.83273,86.7901,,78597600.0,91632000.0,129851800.0,23075200.0,,40.69800539999999,40.70030222222222
54,2018-03-21,40.45572,79.093,168.74539,86.258446,,41.35804,79.5,172.74013,87.722824,,40.453354,78.1585,162.67857,86.00661,,41.34623,79.3225,164.17287,86.67817,,148219600.0,95016000.0,106598800.0,24457100.0,,40.68679927999999,40.69585527272727
55,2018-03-22,39.884094,77.246,164.26253,83.74942,,40.788776,78.6925,169.62206,85.57756,,39.825043,77.12,163.09698,83.62817,,40.155735,78.2735,165.49782,85.12985,,165963200.0,126412000.0,73743000.0,38604700.0,,40.66425509999999,40.681359535714286
56,2018-03-23,38.96051,74.778,158.78345,81.31498,,40.136837,77.451,165.96602,84.37431,,38.96051,74.768,158.41486,81.22171,,39.775436,76.9505,164.81042,83.478905,,164115200.0,160120000.0,53609700.0,44068900.0,,40.62342715999999,40.65116919298245
57,2018-03-26,40.81004,77.793,159.4509,87.470955,,40.88799,77.8495,160.48695,87.676155,,39.314827,74.9625,148.45291,84.318344,,39.699852,76.5,160.20801,84.51422,,150164800.0,112494000.0,126116600.0,56396800.0,,40.61493192,40.65390834482758
58,2018-03-27,39.763634,74.8525,151.64075,83.45092,,41.372227,78.7985,162.2303,88.73947,,39.428215,74.116,150.17635,82.555504,,41.024994,78.62,155.71518,88.552925,,163690400.0,139992000.0,79117000.0,56569000.0,,40.576992539999985,40.63881894915254
59,2018-03-28,39.324272,71.571,152.44766,83.376305,,40.160458,72.795,155.28682,85.09252,,39.01956,69.3085,150.22615,82.89129,,39.506157,72.35,151.0729,83.777374,,166674000.0,274106000.0,60029200.0,52501100.0,,40.534500239999986,40.616909833333324
60,2018-03-29,39.631348,72.367,159.18192,85.12985,,40.569103,72.7735,160.80571,86.08124,,39.42348,68.26,153.55342,82.452934,,39.638435,70.3,154.55957,84.11318,,153594000.0,251622000.0,59434300.0,45867500.0,,40.484457799999994,40.6007530819672
61,2018-04-02,39.371513,68.5995,154.79868,82.56484,,39.90535,71.068,158.59418,84.766075,,38.84949,67.75,153.52354,81.622795,,39.36207,70.881,157.20946,84.38366,,150347200.0,209272000.0,36796000.0,48515400.0,,40.42846585999999,40.58092662903225
62,2018-04-03,39.775425,69.6025,155.51593,83.67478,,39.860462,70.7,156.79106,83.99191,,38.946327,67.7665,150.2361,81.97722,,39.598267,69.569,155.95425,83.55353,,121112000.0,204624000.0,42543900.0,37213800.0,,40.384316459999994,40.56814088888888
63,2018-04-04,40.53603,70.5285,154.50978,86.118546,,40.630512,70.7695,154.96802,86.519615,,38.920353,67.644,149.93724,81.82801,,38.946335,67.912,151.45146,81.93993,,138422000.0,139646000.0,49885600.0,35560000.0,,40.362248519999994,40.56763915624999
64,2018-04-05,40.817127,72.5875,158.73364,86.16515,,41.154907,72.978,160.95517,86.80874,,40.647057,71.3535,156.05388,85.25108,,40.76516,72.0995,160.94519,86.22112,,107732800.0,128270000.0,41449600.0,29771900.0,,40.34561399999999,40.571477430769214
65,2018-04-06,39.773083,70.2615,156.60179,84.15979,,40.741543,72.625,160.80574,86.23976,,39.730564,70.013,156.21327,83.46024,,40.384865,71.4985,157.12978,85.33502,,140021200.0,117646000.0,41644800.0,38026000.0,,40.321367099999996,40.55938054545453
66,2018-04-09,40.16754,70.304,157.329,84.66349,,40.88562,71.924,159.91911,86.90203,,40.1203,70.1285,155.44618,84.52359,,40.127388,71.2515,157.21942,84.91533,,116070800.0,84164000.0,34915200.0,31533900.0,,40.31964169999999,40.553532179104465
67,2018-04-10,40.92342,71.811,164.41196,86.63151,,41.10058,71.919,165.34839,87.0046,,40.51714,70.785,156.41252,85.47493,,40.86437,71.5995,157.32901,86.17448,,113634400.0,85082000.0,57889300.0,26812000.0,,40.33115189999999,40.55897170588234
68,2018-04-11,40.732082,71.3525,165.6871,85.68017,,41.081673,72.439,168.00822,87.01397,,40.557285,71.2445,162.62878,85.32574,,40.682476,71.972,164.73074,85.820076,,89726400.0,71650000.0,56144600.0,24872100.0,,40.35553813999999,40.561480550724625
69,2018-04-12,41.13364,72.425,163.24641,87.28443,,41.33678,72.606,166.81279,87.82542,,40.873806,71.753,162.47935,86.2118,,40.96121,71.975,166.34457,86.2118,,91557200.0,62700000.0,38263000.0,26758900.0,,40.392613399999995,40.569654257142844
70,2018-04-13,41.272995,71.5395,163.89395,86.81808,,41.535187,72.989,165.06946,87.84407,,41.065132,71.226,163.1468,86.22113,,41.284805,72.457,163.95372,87.722824,,100497200.0,73706000.0,19990600.0,23346100.0,,40.43031169999999,40.57956046478872
71,2018-04-16,41.53049,72.075,164.20276,87.83473,,41.61789,72.35,165.14914,88.29177,,41.296642,71.374,162.76823,87.135185,,41.343884,72.25,165.08937,87.74146,,86313600.0,56172000.0,18119400.0,20288100.0,,40.471512999999995,40.59276781944443
72,2018-04-17,42.10211,75.1915,168.01819,89.60693,,42.26746,75.3595,168.35689,90.04532,,41.669846,72.851,165.0296,88.49699,,41.688744,73.115,165.19896,88.60892,,106421600.0,102288000.0,22743000.0,26771000.0,,40.5583991,40.61344373972601
73,2018-04-18,42.007618,76.392,165.72693,89.95202,,42.239105,76.69,167.48022,90.21318,,41.780857,75.2055,165.13918,89.0939,,42.00053,75.7325,166.24495,89.74682,,83018000.0,104550000.0,20969600.0,21043300.0,,40.66226266,40.632283932432415
74,2018-04-19,40.817127,77.8455,167.46033,89.644226,,41.42891,78.426,167.68945,90.53964,,40.784058,76.953,164.57135,88.926025,,41.043888,77.161,165.56755,89.95203,,139235200.0,130474000.0,22235000.0,23552500.0,,40.7115458,40.63474850666665
75,2018-04-20,39.14475,76.3745,165.64723,88.60891,,40.443905,78.06,167.78905,89.64423,,39.076244,75.8045,165.17902,87.722824,,40.297455,78.06,167.15147,89.457695,,261964400.0,110832000.0,19119400.0,31154400.0,,40.743802,40.615143263157876
76,2018-04-23,39.03137,75.893,165.20891,88.93535,,39.4282,77.4,167.80898,89.81211,,38.759724,75.1705,164.46176,88.26379,,39.40694,77.3345,166.63347,89.29911,,146062000.0,89308000.0,23088100.0,22331800.0,,40.79444550000001,40.594574779220764
77,2018-04-24,38.488094,73.0045,159.08234,86.855385,,39.288845,76.975,165.46794,89.98001,,38.081814,72.4225,157.58804,86.19315,,39.132946,76.79,164.80049,89.76548,,134768000.0,149894000.0,35079900.0,34524800.0,,40.82529458000001,40.567568615384594
78,2018-04-25,38.6558,73.0085,159.08234,86.09988,,39.073895,73.4995,160.44711,87.02328,,38.3629,70.751,155.59566,84.20644,,38.412502,72.9,159.53062,87.02328,,113528400.0,131746000.0,41083600.0,33729300.0,,40.82973538,40.54336901265821
79,2018-04-26,38.790443,75.898,173.49727,87.918686,,39.14712,76.471,175.59924,88.74881,,38.589664,73.925,170.15005,86.83672,,38.766823,74.2505,172.56084,87.256454,,111852000.0,176022000.0,77556900.0,42529000.0,,40.829168640000006,40.52145743749998
80,2018-04-27,38.34163,78.631,172.92941,89.37374,,38.81641,81.905,176.42607,91.31381,,37.942432,78.3695,171.94319,87.59224,,38.73846,81.7005,176.13716,91.03399,,142623200.0,261064000.0,29804700.0,48272800.0,,40.80531124000001,40.4945459876543
81,2018-04-30,39.036095,78.3065,171.34547,87.22846,,39.508514,79.8,175.05132,89.91472,,38.228256,78.047,171.05658,86.88336,,38.29676,79.125,173.12866,89.84943,,169709600.0,109282000.0,20750500.0,41523600.0,,40.76879284000001,40.47675999999998
82,2018-05-01,39.943146,79.113,173.1984,88.60891,,39.966766,79.25,173.35779,88.8794,,39.03846,77.609,169.5822,86.547585,,39.30774,78.161,171.34547,86.93933,,214277600.0,91442000.0,26025900.0,31408900.0,,40.75306142000001,40.47033091566263
83,2018-05-02,41.70764,78.484,175.4,87.21915,,41.986366,79.425,177.40234,88.76746,,41.053337,78.318,173.5371,86.92068,,41.391117,79.049,173.58691,88.59958,,266157600.0,87206000.0,30424500.0,27471000.0,,40.775359740000006,40.48506078571427
84,2018-05-03,41.783222,78.604,173.35779,87.741455,,41.92731,78.74,175.44978,88.5436,,41.20451,77.301,171.46501,86.23044,,41.54465,78.0005,174.46356,86.70613,,136272800.0,85038000.0,24026100.0,31142500.0,,40.80285458000001,40.500333270588214
85,2018-05-04,43.42252,79.0475,175.93794,88.75815,,43.52173,79.245,176.30653,88.95402,,42.085567,78.1095,172.40144,86.66884,,42.104465,78.1225,172.42137,87.04193,,224805200.0,68872000.0,17677800.0,22531300.0,,40.85637968000001,40.53431218604649
86,2018-05-07,43.73668,80.007,177.29276,89.74683,,44.329567,80.3475,178.81693,90.203865,,43.63983,79.3915,176.4958,88.70218,,43.7414,79.467,176.67513,88.76747,,169805600.0,76038000.0,18697200.0,24242000.0,,40.90201538000001,40.571121011494235
87,2018-05-08,43.946903,79.6195,178.23915,89.36439,,43.987057,79.844,178.35869,89.69085,,43.384724,79.1255,176.43604,88.66484,,43.69652,79.75,177.5717,89.401695,,113611200.0,61358000.0,15577200.0,23484600.0,,40.93546272000001,40.60948217045453
88,2018-05-09,44.256344,80.4,181.9649,90.418396,,44.26579,80.4,182.31357,90.44637,,43.750854,79.6,178.09967,88.65555,,44.065014,80.0,178.98628,89.550964,,92844800.0,72746000.0,23282800.0,27327400.0,,40.97783900000001,40.6504581460674
89,2018-05-10,44.889378,80.454,184.82397,91.32316,,44.967327,80.78,185.42169,91.36046,,44.324837,80.172,181.80551,90.52101,,44.346096,80.424,182.45303,90.90343,,111957200.0,56350000.0,21071400.0,22388100.0,,41.03415136,40.69755725555554
90,2018-05-11,44.71866,80.1455,186.27843,91.12726,,45.067226,80.555,187.60336,91.28583,,44.44834,79.8945,183.47911,90.511665,,44.932068,80.5495,184.14658,91.220535,,104848800.0,45278000.0,21207800.0,16778300.0,,41.101788960000015,40.74174519780218
91,2018-05-14,44.61432,80.077,185.92976,91.435074,,44.941547,80.559,187.14513,92.050674,,44.545555,80.0025,185.49144,90.76351,,44.818245,80.2,186.9957,91.33247,,83115200.0,50190000.0,15646700.0,19454100.0,,41.16162342000001,40.7838384021739
92,2018-05-15,44.20884,78.806,183.61859,90.77285,,44.358227,79.39,184.58488,91.2672,,43.891098,78.261,182.50284,89.85877,,44.28946,79.39,184.17645,90.69823,,94780800.0,101550000.0,15429400.0,24594000.0,,41.21046652000001,40.820666376344064
93,2018-05-16,44.621445,79.364,182.50285,91.00702,,44.687843,79.7215,183.6186,91.24121,,44.104523,78.8335,181.96492,90.51054,,44.121124,78.875,183.00095,91.20374,,76732400.0,51412000.0,16975500.0,17384700.0,,41.26827018000001,40.86110019148934
94,2018-05-17,44.33926,79.088,183.06073,90.09836,,44.794533,79.702,183.35959,91.37236,,44.189873,78.65,181.5266,89.77049,,44.57875,79.028,181.98483,90.641685,,69176000.0,42952000.0,14840700.0,17246700.0,,41.32817798000001,40.89771239999999
95,2018-05-18,44.178024,78.7185,181.98483,90.26697,,44.533707,79.1795,183.48909,90.80093,,44.135345,78.605,181.9151,89.9391,,44.386692,79.0665,182.79176,89.9391,,73190800.0,52852000.0,13130500.0,17865800.0,,41.375837860000004,40.93188231249999
96,2018-05-21,44.49102,79.273,183.78793,91.42858,,44.879898,79.6025,184.59485,91.81266,,44.320293,78.75,182.4331,90.67917,,44.578754,79.25,183.07068,90.86652,,73603200.0,58504000.0,13532900.0,19422500.0,,41.415395960000005,40.968574453608234
97,2018-05-22,44.379574,79.07,183.10056,91.33489,,44.787422,79.4945,184.71439,91.962524,,44.289467,78.7625,182.73195,91.053856,,44.66886,79.4945,184.22624,91.50351,,60962800.0,42312000.0,12731400.0,15441200.0,,41.44450508,41.00338057142856
98,2018-05-23,44.664112,80.093,186.18877,92.42156,,44.697308,80.093,186.19875,92.48714,,44.047596,78.317,181.48672,90.22952,,44.1875,78.5525,181.80551,90.59486,,80233600.0,67238000.0,16628100.0,21251200.0,,41.48757232,41.04035765656564
99,2018-05-24,44.61432,80.1535,185.22246,92.093666,,44.77793,80.412,186.08916,92.68384,,44.15431,79.419,184.32588,90.688515,,44.761337,79.9015,185.17265,92.487114,,92936000.0,68600000.0,12354700.0,26649300.0,,41.53687196,41.076097279999985
100,2018-05-25,44.71629,80.5075,184.2163,92.140526,,44.97001,80.706,185.62093,92.72132,,44.495766,80.0225,183.74808,91.67214,,44.633297,80.15,185.31212,92.08432,,69844000.0,53968000.0,10965100.0,18363900.0,,41.5872188,41.11213879207919
101,2018-05-29,44.555042,80.6435,185.03319,91.81263,,44.756596,81.0895,186.0991,92.62762,,44.310806,80.0075,183.01091,91.081955,,44.48391,80.0355,183.6385,91.65337,,90056400.0,76930000.0,16398900.0,28671000.0,,41.63731698000001,41.145892745098024
102,2018-05-30,44.4602,81.2445,186.95584,92.6932,,44.578762,81.3,187.28459,92.974236,,44.289474,80.6465,184.54506,91.71896,,44.512367,80.905,185.83014,92.093666,,74762000.0,58148000.0,13736900.0,22158500.0,,41.69836814,41.17807048543688
