,Date,Close_AAPL,Close_AMZN,Close_META,Close_MSFT,Close_ZM,High_AAPL,High_AMZN,High_META,High_MSFT,High_ZM,Low_AAPL,Low_AMZN,Low_META,Low_MSFT,Low_ZM,Open_AAPL,Open_AMZN,Open_META,Open_MSFT,Open_ZM,Volume_AAPL,Volume_AMZN,Volume_META,Volume_MSFT,Volume_ZM
15,2022-01-25,157.20488,139.986,299.00778,281.75998,145.89,160.13684,143.6,305.06467,288.10834,152.14,154.48936,138.145,296.44754,278.51746,142.12,156.41777,142.2425,298.80856,284.7193,150.0,115798400.0,90824000.0,25108500.0,72848600.0,5122200.0
16,2022-01-26,157.1163,138.8725,293.50882,289.7882,140.33,161.74055,145.185,306.3398,301.30316,152.0,155.27644,137.3185,289.7432,286.19406,138.89,160.8649,144.75,305.8417,300.80505,150.028,108275300.0,95602000.0,28348800.0,90428900.0,4888300.0
17,2022-01-27,156.6539,139.6375,293.5188,292.8452,136.81,161.19943,144.2435,300.56186,300.13116,143.81,155.72905,139.35,293.14023,290.97977,136.17,159.83183,140.8,296.61694,295.59943,143.6,121954600.0,77516000.0,21629900.0,53481300.0,3572600.0
18,2022-01-28,167.58484,143.978,300.56186,301.0688,143.81,167.60452,143.998,300.75113,301.28366,143.89,160.1762,137.9295,291.9149,287.58096,134.7,163.0393,140.8605,294.49503,293.2261,137.58,179935700.0,74392000.0,21871600.0,49743700.0,3682700.0
19,2022-01-31,171.96312,149.5735,312.0679,303.7253,154.28,172.17958,150.3605,312.5959,305.09265,154.34,166.77805,144.3005,298.18094,299.22284,145.9,167.41759,144.75,299.53577,301.74268,146.67,115541600.0,78308000.0,21579500.0,46444500.0,4960900.0
20,2022-02-01,171.79585,151.1935,317.78607,301.5571,155.68,172.02214,151.708,318.44357,303.38348,155.95,169.53291,147.6275,310.93225,298.01178,150.07,171.20552,150.0,313.36298,303.1686,155.23,86213900.0,59220000.0,18023800.0,40950400.0,3316000.0
21,2022-02-02,173.00604,150.6125,321.77087,306.14746,148.11,173.04541,155.075,326.75186,307.76874,156.05,170.5365,148.8635,315.66418,301.67432,146.58,171.93361,155.0505,326.57254,302.40683,155.79,84914300.0,87330000.0,58458300.0,36636000.0,3063400.0
22,2022-02-03,170.1134,138.8455,236.85522,294.22235,137.94,173.39958,144.2475,247.05626,303.96954,146.45,169.34598,138.333,234.85287,292.96243,137.35,171.66794,141.7375,243.71901,302.2701,144.072,89418100.0,225532000.0,188119900.0,43730000.0,3356000.0
23,2022-02-04,169.82771,157.6395,236.18777,298.80286,144.1,171.5123,161.2,241.68677,301.59613,145.21,168.14313,150.608,229.23434,292.97214,136.92,169.12827,155.6065,234.07585,293.2065,139.3,82465400.0,253456000.0,89342200.0,35096500.0,3457900.0
24,2022-02-07,169.1086,157.9355,224.05412,293.92932,141.44,171.36455,162.691,237.39317,300.65857,147.48,168.40915,157.25,223.15753,292.9038,139.78,170.29076,158.52,236.79544,299.02756,144.59,77251200.0,102624000.0,88613800.0,28533300.0,2531100.0
25,2022-02-08,172.23148,161.4135,219.34212,297.45514,142.69,172.74374,161.7925,224.91086,298.43182,143.19,168.882,155.5505,215.32745,292.9527,137.28,169.17755,156.7505,220.00958,294.22235,139.36,74829200.0,76040000.0,94729700.0,32421200.0,2565100.0
26,2022-02-09,173.65993,161.1895,231.11714,303.94998,149.6,174.02443,163.8345,232.48192,304.6532,149.81,172.30043,160.25,221.36441,300.21912,143.9,173.43335,162.8735,223.34682,302.64124,146.49,71285000.0,68786000.0,86563300.0,31284700.0,3067100.0
